customer_id,gender,age,city,signup_date,loyalty_member,age_group
C0456,Female,42,Birmingham,2022-06-02,No,Middle-Aged
C0457,Male,37,Birmingham,2022-09-04,No,Adult
C0458,Female,44,Birmingham,2022-03-01,No,Middle-Aged
C0459,Female,31,Bristol,2022-09-06,Yes,Adult
C0460,Female,23,Leeds,2023-04-06,Yes,"Young Adult"
C0461,Female,61,London,2022-10-02,Yes,Senior
C0462,Male,48,Leeds,2022-07-12,No,Middle-Aged
C0463,Male,31,Leeds,2022-11-07,Yes,Adult
C0464,Male,62,Leeds,2023-05-06,No,Senior
C0465,Female,36,Sheffield,2022-09-03,No,Adult
C0466,Female,37,Liverpool,2023-07-01,No,Adult
C0467,Female,47,Manchester,2023-06-10,No,Middle-Aged
C0468,Male,41,Bristol,2022-11-24,No,Middle-Aged
C0469,Male,65,Birmingham,2022-02-16,Yes,Senior
C0470,Female,36,Birmingham,2022-09-25,Yes,Adult
C0471,Male,42,Leeds,2022-12-04,No,Middle-Aged
C0472,Female,34,Nottingham,2023-07-18,No,Adult
C0473,Male,64,Bristol,2023-04-17,Yes,Senior
C0474,Female,29,London,2022-05-24,Yes,"Young Adult"
C0475,Male,18,Sheffield,2022-03-18,Yes,Teenager
C0476,Male,22,Birmingham,2023-10-08,Yes,"Young Adult"
C0477,Female,41,London,2022-08-12,No,Middle-Aged
C0478,Female,19,London,2023-11-07,No,Teenager
C0479,Male,51,Liverpool,2022-01-13,No,Middle-Aged
C0480,Female,29,Manchester,2022-01-18,Yes,"Young Adult"
C0481,Male,33,Leeds,2023-06-21,No,Adult
C0482,Female,43,Manchester,2022-12-29,No,Middle-Aged
C0483,Female,54,Leeds,2023-02-20,Yes,Middle-Aged
C0484,Male,59,London,2022-11-04,Yes,Middle-Aged
C0485,Female,42,Nottingham,2023-02-20,Yes,Middle-Aged
C0486,Male,62,Birmingham,2023-10-15,Yes,Senior
C0487,Female,59,Bristol,2023-05-27,Yes,Middle-Aged
C0488,Male,32,Leeds,2023-06-25,No,Adult
C0489,Male,22,Liverpool,2022-10-05,Yes,"Young Adult"
C0490,Female,19,Leeds,2022-07-03,Yes,Teenager
C0491,Male,37,Birmingham,2023-02-12,Yes,Adult
C0492,Female,61,Bristol,2023-08-04,No,Senior
C0493,Male,50,Bristol,2022-05-24,Yes,Middle-Aged
C0494,Female,32,Manchester,2022-04-11,No,Adult
C0495,Female,38,London,2023-09-12,No,Adult
C0496,Female,32,Bristol,2023-04-07,No,Adult
C0497,Male,61,Sheffield,2023-03-19,Yes,Senior
C0498,Female,33,Manchester,2023-09-26,Yes,Adult
C0499,Male,42,Birmingham,2022-10-02,No,Middle-Aged
C0500,Female,24,Manchester,2022-11-21,Yes,"Young Adult"
C0501,Female,41,Liverpool,2022-11-12,Yes,Middle-Aged
C0502,Male,29,Sheffield,2022-05-16,No,"Young Adult"
C0503,Female,24,London,2023-07-25,Yes,"Young Adult"
C0504,Male,56,Bristol,2022-12-29,No,Middle-Aged
C0505,Female,44,Sheffield,2022-01-13,Yes,Middle-Aged
C0506,Male,54,Birmingham,2023-07-27,No,Middle-Aged
C0507,Male,35,Liverpool,2022-06-23,No,Adult
C0508,Male,22,Birmingham,2023-05-20,No,"Young Adult"
C0509,Female,37,Nottingham,2022-10-10,Yes,Adult
C0510,Female,33,Nottingham,2023-01-05,Yes,Adult
C0511,Male,26,Liverpool,2023-04-14,Yes,"Young Adult"
C0512,Female,57,Sheffield,2023-02-10,No,Middle-Aged
C0513,Female,45,Birmingham,2023-03-27,No,Middle-Aged
C0514,Male,48,Bristol,2022-11-25,Yes,Middle-Aged
C0515,Female,36,Nottingham,2023-02-12,Yes,Adult
C0516,Female,35,Sheffield,2022-11-30,No,Adult
C0517,Male,55,Birmingham,2022-04-27,Yes,Middle-Aged
C0518,Male,46,Liverpool,2023-04-18,Yes,Middle-Aged
C0519,Female,26,Liverpool,2023-02-23,Yes,"Young Adult"
C0520,Male,63,Sheffield,2022-09-16,No,Senior
C0521,Female,56,Nottingham,2022-03-17,No,Middle-Aged
C0522,Female,52,London,2023-07-02,No,Middle-Aged
C0523,Male,24,Leeds,2023-07-04,No,"Young Adult"
C0524,Male,54,Sheffield,2022-06-20,No,Middle-Aged
C0525,Male,18,Manchester,2023-03-17,No,Teenager
C0526,Male,46,Bristol,2022-08-16,No,Middle-Aged
C0527,Male,40,London,2023-04-20,No,Middle-Aged
C0528,Female,44,Manchester,2022-04-18,Yes,Middle-Aged
C0529,Female,37,Bristol,2022-05-26,No,Adult
C0530,Female,40,Nottingham,2022-07-31,Yes,Middle-Aged
C0531,Female,38,Manchester,2023-03-25,No,Adult
C0532,Male,19,Bristol,2022-02-15,Yes,Teenager
C0533,Male,65,Leeds,2023-11-25,Yes,Senior
C0534,Male,39,Sheffield,2023-07-20,No,Adult
C0535,Female,58,Birmingham,2022-08-26,Yes,Middle-Aged
C0536,Female,43,London,2023-10-18,Yes,Middle-Aged
C0537,Female,42,London,2023-04-06,Yes,Middle-Aged
C0538,Female,63,Manchester,2022-07-30,Yes,Senior
C0539,Male,41,Bristol,2023-07-04,Yes,Middle-Aged
C0540,Male,34,Nottingham,2023-04-14,No,Adult
C0541,Female,57,Sheffield,2023-09-04,Yes,Middle-Aged
C0542,Female,47,Birmingham,2022-12-23,No,Middle-Aged
C0543,Male,61,Birmingham,2023-09-22,No,Senior
C0544,Male,37,Manchester,2022-05-01,Yes,Adult
C0545,Male,50,Sheffield,2023-01-18,No,Middle-Aged
C0546,Male,54,Sheffield,2023-09-03,No,Middle-Aged
C0547,Female,58,Birmingham,2022-07-10,Yes,Middle-Aged
C0548,Female,26,Birmingham,2023-05-17,No,"Young Adult"
C0549,Male,40,London,2023-04-07,No,Middle-Aged
C0550,Male,42,Nottingham,2022-05-20,No,Middle-Aged
C0551,Female,63,Nottingham,2023-05-19,No,Senior
C0552,Male,54,London,2022-06-21,Yes,Middle-Aged
C0553,Male,35,Leeds,2022-10-27,No,Adult
C0554,Female,54,Nottingham,2022-06-22,Yes,Middle-Aged
C0555,Male,35,Bristol,2023-08-10,Yes,Adult
C0556,Male,45,Manchester,2023-03-28,Yes,Middle-Aged
C0557,Male,46,Liverpool,2022-11-01,No,Middle-Aged
C0558,Female,25,Leeds,2022-03-31,Yes,"Young Adult"
C0559,Female,63,Sheffield,2023-08-26,Yes,Senior
C0560,Male,31,Leeds,2023-09-23,Yes,Adult
C0561,Female,52,Liverpool,2023-08-07,Yes,Middle-Aged
C0562,Female,36,Liverpool,2022-11-28,Yes,Adult
C0563,Female,21,Liverpool,2022-05-19,Yes,"Young Adult"
C0564,Male,27,Bristol,2022-05-16,Yes,"Young Adult"
C0565,Female,49,Birmingham,2023-11-24,No,Middle-Aged
C0566,Female,42,Nottingham,2023-10-05,Yes,Middle-Aged
C0567,Male,43,Liverpool,2023-10-11,No,Middle-Aged
C0568,Female,38,London,2023-04-11,Yes,Adult
C0569,Female,22,Sheffield,2023-04-15,Yes,"Young Adult"
C0570,Male,49,Liverpool,2023-03-16,No,Middle-Aged
C0571,Female,53,Birmingham,2022-10-18,No,Middle-Aged
C0572,Male,20,Manchester,2022-12-18,No,"Young Adult"
C0573,Male,28,Nottingham,2022-01-17,No,"Young Adult"
C0574,Female,30,Birmingham,2022-01-01,No,Adult
C0575,Female,23,Bristol,2022-06-12,No,"Young Adult"
C0576,Female,60,Birmingham,2022-03-26,Yes,Senior
C0577,Female,64,Leeds,2023-02-10,No,Senior
C0578,Male,63,Manchester,2023-11-03,Yes,Senior
C0579,Female,22,Birmingham,2022-08-07,Yes,"Young Adult"
C0580,Female,18,London,2023-06-16,No,Teenager
C0581,Female,62,Birmingham,2022-05-04,No,Senior
C0582,Male,42,Manchester,2022-03-14,Yes,Middle-Aged
C0583,Female,41,Liverpool,2022-04-16,Yes,Middle-Aged
C0584,Male,59,Birmingham,2023-01-27,Yes,Middle-Aged
C0585,Male,57,Birmingham,2023-06-28,No,Middle-Aged
C0586,Male,58,Birmingham,2022-12-26,No,Middle-Aged
C0587,Female,31,Manchester,2023-09-23,Yes,Adult
C0588,Male,55,Sheffield,2022-05-24,No,Middle-Aged
C0589,Female,26,Leeds,2023-03-16,No,"Young Adult"
C0590,Male,33,Liverpool,2023-10-23,Yes,Adult
C0591,Female,31,Leeds,2023-11-06,No,Adult
C0592,Male,33,Nottingham,2022-10-30,No,Adult
C0593,Male,49,Manchester,2022-04-26,Yes,Middle-Aged
C0594,Female,26,Sheffield,2023-01-05,No,"Young Adult"
C0595,Male,48,Manchester,2023-01-10,Yes,Middle-Aged
C0596,Male,18,Liverpool,2023-08-25,Yes,Teenager
C0597,Male,43,Liverpool,2022-02-10,No,Middle-Aged
C0598,Female,23,Birmingham,2023-03-10,No,"Young Adult"
C0599,Female,23,Leeds,2022-03-27,Yes,"Young Adult"
C0600,Female,43,Manchester,2023-07-04,No,Middle-Aged
C0601,Male,21,Leeds,2023-03-24,Yes,"Young Adult"
C0602,Male,47,London,2023-03-21,No,Middle-Aged
C0603,Male,25,London,2023-11-14,Yes,"Young Adult"
C0604,Male,49,Bristol,2022-01-12,No,Middle-Aged
C0605,Female,26,Liverpool,2022-06-20,Yes,"Young Adult"
C0606,Female,45,Liverpool,2022-01-31,Yes,Middle-Aged
C0607,Male,49,Nottingham,2022-09-27,No,Middle-Aged
C0608,Female,54,Birmingham,2022-02-26,No,Middle-Aged
C0609,Female,24,Manchester,2022-06-11,Yes,"Young Adult"
C0610,Male,20,London,2023-06-06,Yes,"Young Adult"
C0611,Female,41,Sheffield,2022-02-17,Yes,Middle-Aged
C0612,Male,53,Sheffield,2022-07-03,Yes,Middle-Aged
C0613,Male,44,Bristol,2022-11-26,No,Middle-Aged
C0614,Female,25,London,2022-03-21,Yes,"Young Adult"
C0615,Male,43,Manchester,2022-08-17,No,Middle-Aged
C0616,Female,38,Manchester,2022-10-17,No,Adult
C0617,Female,30,Liverpool,2022-01-09,No,Adult
C0618,Male,47,Bristol,2023-09-30,No,Middle-Aged
C0619,Male,27,London,2022-07-20,No,"Young Adult"
C0620,Male,52,Bristol,2022-01-25,Yes,Middle-Aged
C0621,Male,60,Sheffield,2022-12-10,No,Senior
C0622,Male,51,Leeds,2022-04-17,No,Middle-Aged
C0623,Male,27,Liverpool,2023-05-19,Yes,"Young Adult"
C0624,Male,51,Sheffield,2022-02-14,No,Middle-Aged
C0625,Male,55,Manchester,2023-04-15,Yes,Middle-Aged
C0626,Female,22,London,2023-10-15,No,"Young Adult"
C0627,Male,33,Liverpool,2023-11-10,No,Adult
C0628,Female,62,Bristol,2022-11-19,No,Senior
C0629,Female,32,Manchester,2023-04-09,Yes,Adult
C0630,Male,27,Manchester,2022-05-20,Yes,"Young Adult"
C0631,Female,38,Sheffield,2023-04-06,Yes,Adult
C0632,Female,31,Nottingham,2023-07-03,No,Adult
C0633,Female,25,Manchester,2023-04-20,Yes,"Young Adult"
C0634,Male,31,Bristol,2022-11-08,Yes,Adult
C0635,Male,40,Sheffield,2022-04-04,Yes,Middle-Aged
C0636,Female,34,Birmingham,2023-11-25,Yes,Adult
C0637,Female,53,Leeds,2023-02-19,Yes,Middle-Aged
C0638,Male,26,Manchester,2023-04-19,Yes,"Young Adult"
C0639,Male,26,Leeds,2022-03-05,No,"Young Adult"
C0640,Male,55,Liverpool,2023-01-17,Yes,Middle-Aged
C0641,Male,30,Nottingham,2022-01-23,Yes,Adult
C0642,Female,25,London,2022-04-05,No,"Young Adult"
C0643,Male,54,Sheffield,2022-02-21,No,Middle-Aged
C0644,Male,42,Sheffield,2023-05-24,Yes,Middle-Aged
C0645,Male,29,Liverpool,2022-12-29,No,"Young Adult"
C0646,Male,20,Leeds,2023-04-02,No,"Young Adult"
C0647,Female,53,Nottingham,2023-05-26,Yes,Middle-Aged
C0648,Female,42,Birmingham,2022-03-31,No,Middle-Aged
C0649,Male,58,London,2022-07-24,No,Middle-Aged
C0650,Female,52,Nottingham,2023-01-03,No,Middle-Aged
C0651,Female,42,Liverpool,2023-08-03,Yes,Middle-Aged
C0652,Female,56,Leeds,2022-01-27,Yes,Middle-Aged
C0653,Male,48,Bristol,2022-10-15,Yes,Middle-Aged
C0654,Male,33,Leeds,2022-06-13,No,Adult
C0655,Male,32,Sheffield,2023-07-01,No,Adult
C0656,Male,33,Bristol,2022-06-27,No,Adult
C0657,Male,63,Bristol,2023-08-29,Yes,Senior
C0658,Male,49,Liverpool,2023-07-31,Yes,Middle-Aged
C0659,Male,23,London,2023-05-18,Yes,"Young Adult"
C0660,Male,19,Nottingham,2023-09-09,Yes,Teenager
C0661,Male,26,Bristol,2022-12-06,Yes,"Young Adult"
C0662,Male,19,Birmingham,2022-11-28,Yes,Teenager
C0663,Female,22,Bristol,2022-04-24,No,"Young Adult"
C0664,Male,39,Liverpool,2023-08-24,No,Adult
C0665,Male,64,Sheffield,2022-05-20,No,Senior
C0666,Female,29,Bristol,2023-10-27,Yes,"Young Adult"
C0667,Male,42,Liverpool,2023-11-13,No,Middle-Aged
C0668,Male,64,London,2022-05-11,No,Senior
C0669,Male,29,Bristol,2023-08-05,Yes,"Young Adult"
C0670,Male,49,Birmingham,2023-10-17,No,Middle-Aged
C0671,Male,40,Bristol,2022-03-21,Yes,Middle-Aged
C0672,Male,63,Bristol,2023-10-14,No,Senior
C0673,Female,31,Leeds,2022-01-12,Yes,Adult
C0674,Female,24,London,2022-12-25,Yes,"Young Adult"
C0675,Female,64,Sheffield,2023-01-31,Yes,Senior
C0676,Female,42,Bristol,2023-02-28,No,Middle-Aged
C0677,Female,54,Leeds,2022-04-14,Yes,Middle-Aged
C0678,Male,20,Liverpool,2023-04-08,Yes,"Young Adult"
C0679,Female,24,Manchester,2022-11-23,No,"Young Adult"
C0680,Female,28,Manchester,2022-06-24,Yes,"Young Adult"
C0681,Female,63,London,2022-12-13,No,Senior
C0682,Male,56,Sheffield,2023-11-01,Yes,Middle-Aged
C0683,Male,39,Leeds,2022-02-24,Yes,Adult
C0684,Female,60,Liverpool,2023-02-24,No,Senior
C0685,Male,21,Sheffield,2022-09-01,No,"Young Adult"
C0686,Male,41,London,2022-06-07,No,Middle-Aged
C0687,Female,60,Nottingham,2022-03-31,Yes,Senior
C0688,Male,31,Birmingham,2022-04-10,No,Adult
C0689,Female,25,Liverpool,2022-03-25,No,"Young Adult"
C0690,Female,60,Liverpool,2023-04-28,Yes,Senior
C0691,Female,29,Bristol,2023-10-20,No,"Young Adult"
C0692,Male,46,London,2023-01-14,No,Middle-Aged
C0693,Female,34,Leeds,2023-03-27,No,Adult
C0694,Male,27,Manchester,2023-08-01,Yes,"Young Adult"
C0695,Female,52,Sheffield,2023-11-16,Yes,Middle-Aged
C0696,Male,42,Sheffield,2023-07-21,No,Middle-Aged
C0697,Male,48,Liverpool,2023-08-10,Yes,Middle-Aged
C0698,Male,50,Birmingham,2023-02-09,Yes,Middle-Aged
C0699,Male,28,Leeds,2023-04-05,Yes,"Young Adult"
C0700,Male,45,Manchester,2022-05-10,No,Middle-Aged
C0701,Male,56,Liverpool,2022-07-26,No,Middle-Aged
C0702,Male,42,Sheffield,2022-03-10,No,Middle-Aged
C0703,Female,18,Sheffield,2022-10-10,Yes,Teenager
C0704,Male,27,Manchester,2023-03-01,Yes,"Young Adult"
C0705,Male,36,Bristol,2023-07-31,No,Adult
C0706,Female,59,Nottingham,2022-09-28,No,Middle-Aged
C0707,Male,35,Sheffield,2022-02-08,Yes,Adult
C0708,Female,20,Sheffield,2023-09-26,No,"Young Adult"
C0709,Male,65,Nottingham,2022-09-01,No,Senior
C0710,Male,39,Liverpool,2023-01-17,No,Adult
C0711,Female,62,Manchester,2022-10-15,Yes,Senior
C0712,Female,65,Nottingham,2022-05-18,No,Senior
C0713,Female,56,Manchester,2022-10-03,Yes,Middle-Aged
C0714,Male,44,Nottingham,2023-03-29,No,Middle-Aged
C0715,Male,22,Liverpool,2022-02-27,No,"Young Adult"
C0716,Male,29,Leeds,2022-05-19,Yes,"Young Adult"
C0717,Male,20,Nottingham,2022-03-01,Yes,"Young Adult"
C0718,Male,35,Bristol,2023-01-05,No,Adult
C0719,Female,58,Manchester,2023-06-02,Yes,Middle-Aged
C0720,Female,49,Nottingham,2022-09-05,Yes,Middle-Aged
C0721,Female,40,Birmingham,2023-05-01,No,Middle-Aged
C0722,Female,19,Sheffield,2022-04-03,Yes,Teenager
C0723,Male,32,Leeds,2022-06-16,Yes,Adult
C0724,Female,50,London,2022-10-03,Yes,Middle-Aged
C0725,Male,59,Birmingham,2023-05-01,Yes,Middle-Aged
C0726,Female,56,Liverpool,2022-08-18,No,Middle-Aged
C0727,Female,40,Nottingham,2023-03-10,No,Middle-Aged
C0728,Female,37,Sheffield,2022-08-12,Yes,Adult
C0729,Female,53,Liverpool,2022-01-08,No,Middle-Aged
C0730,Male,48,Manchester,2023-12-02,No,Middle-Aged
C0731,Female,35,Liverpool,2022-10-11,No,Adult
C0732,Male,51,Leeds,2022-07-12,Yes,Middle-Aged
C0733,Female,60,Bristol,2023-09-07,Yes,Senior
C0734,Female,36,Liverpool,2022-01-27,No,Adult
C0735,Female,65,London,2023-02-19,Yes,Senior
C0736,Male,61,Nottingham,2022-12-18,No,Senior
C0737,Female,28,Birmingham,2023-06-04,No,"Young Adult"
C0738,Female,26,Liverpool,2022-04-10,Yes,"Young Adult"
C0739,Female,59,Manchester,2023-11-28,Yes,Middle-Aged
C0740,Male,65,Liverpool,2022-12-30,No,Senior
C0741,Female,34,Liverpool,2022-12-06,No,Adult
C0742,Female,21,Manchester,2022-05-01,No,"Young Adult"
C0743,Male,61,Sheffield,2022-07-19,No,Senior
C0744,Male,27,Birmingham,2023-02-28,Yes,"Young Adult"
C0745,Female,54,Nottingham,2022-12-17,Yes,Middle-Aged
C0746,Male,23,Nottingham,2022-11-20,No,"Young Adult"
C0747,Male,38,London,2023-10-09,Yes,Adult
C0748,Female,31,Birmingham,2023-04-08,Yes,Adult
C0749,Male,26,Sheffield,2023-05-17,No,"Young Adult"
C0750,Female,48,Sheffield,2023-02-18,Yes,Middle-Aged
C0751,Male,64,Bristol,2022-02-08,Yes,Senior
C0752,Male,19,London,2022-11-26,Yes,Teenager
C0753,Female,37,Birmingham,2022-08-20,Yes,Adult
C0754,Female,28,Manchester,2023-01-28,Yes,"Young Adult"
C0755,Female,47,Bristol,2022-11-02,No,Middle-Aged
C0756,Female,49,Bristol,2022-05-18,Yes,Middle-Aged
C0757,Female,19,Leeds,2022-06-18,Yes,Teenager
C0758,Male,64,London,2022-05-15,Yes,Senior
C0759,Female,63,London,2022-05-07,No,Senior
C0760,Female,52,London,2023-10-18,Yes,Middle-Aged
C0761,Male,59,London,2023-11-09,Yes,Middle-Aged
C0762,Female,46,Sheffield,2022-04-29,Yes,Middle-Aged
C0763,Female,48,Birmingham,2023-07-15,Yes,Middle-Aged
C0764,Male,37,Sheffield,2023-10-08,Yes,Adult
C0765,Female,57,Birmingham,2023-11-10,No,Middle-Aged
C0766,Male,36,Manchester,2022-04-18,Yes,Adult
C0767,Male,56,Leeds,2023-05-25,No,Middle-Aged
C0768,Male,40,Sheffield,2023-06-20,No,Middle-Aged
C0769,Male,53,Nottingham,2022-06-14,Yes,Middle-Aged
C0770,Female,33,London,2023-05-08,Yes,Adult
C0771,Male,25,Nottingham,2023-11-19,Yes,"Young Adult"
C0772,Male,64,Manchester,2022-04-03,No,Senior
C0773,Male,47,Liverpool,2023-10-22,No,Middle-Aged
C0774,Male,24,Birmingham,2023-04-21,Yes,"Young Adult"
C0775,Female,61,Bristol,2022-10-25,No,Senior
C0776,Male,20,London,2022-04-29,Yes,"Young Adult"
C0777,Male,39,Bristol,2023-11-11,No,Adult
C0778,Female,64,Manchester,2023-09-29,No,Senior
C0779,Male,25,Sheffield,2022-12-17,No,"Young Adult"
C0780,Female,42,Nottingham,2023-04-13,No,Middle-Aged
C0781,Male,25,Birmingham,2023-10-27,Yes,"Young Adult"
C0782,Male,44,Nottingham,2022-06-13,No,Middle-Aged
C0783,Female,40,London,2022-07-05,Yes,Middle-Aged
C0784,Female,25,Sheffield,2023-05-10,No,"Young Adult"
C0785,Male,34,Bristol,2022-02-17,Yes,Adult
C0786,Male,60,Bristol,2023-11-26,Yes,Senior
C0787,Male,48,Bristol,2023-03-20,No,Middle-Aged
C0788,Male,18,Birmingham,2022-06-02,No,Teenager
C0789,Male,22,Nottingham,2023-05-23,No,"Young Adult"
C0790,Female,35,London,2022-09-04,Yes,Adult
C0791,Female,43,Leeds,2023-07-18,Yes,Middle-Aged
C0792,Female,54,Nottingham,2023-04-16,Yes,Middle-Aged
C0793,Female,38,Manchester,2023-05-26,No,Adult
C0794,Male,24,Sheffield,2023-11-01,No,"Young Adult"
C0795,Male,23,Liverpool,2022-02-06,Yes,"Young Adult"
C0796,Female,39,Bristol,2023-11-02,Yes,Adult
C0797,Female,39,Nottingham,2022-08-17,No,Adult
C0798,Male,24,Leeds,2023-04-09,Yes,"Young Adult"
C0799,Female,58,Liverpool,2022-12-16,No,Middle-Aged
C0800,Male,28,Nottingham,2022-04-19,Yes,"Young Adult"
C0801,Male,34,Leeds,2023-02-24,Yes,Adult
C0802,Female,31,Nottingham,2022-05-04,Yes,Adult
C0803,Male,44,London,2022-12-13,Yes,Middle-Aged
C0804,Female,60,Birmingham,2023-04-07,No,Senior
C0805,Male,53,Sheffield,2022-01-05,No,Middle-Aged
C0806,Male,62,Birmingham,2023-06-05,Yes,Senior
C0807,Female,60,Bristol,2022-04-17,No,Senior
C0808,Male,35,Sheffield,2023-03-05,No,Adult
C0809,Female,26,Birmingham,2022-10-29,No,"Young Adult"
C0810,Female,62,Bristol,2023-09-09,Yes,Senior
C0811,Male,57,Liverpool,2022-07-25,No,Middle-Aged
C0812,Male,63,Birmingham,2023-11-20,No,Senior
C0813,Female,53,Nottingham,2022-04-29,No,Middle-Aged
C0814,Female,45,London,2023-11-22,Yes,Middle-Aged
C0815,Female,27,London,2022-01-26,Yes,"Young Adult"
C0816,Female,28,Liverpool,2022-07-24,No,"Young Adult"
C0817,Male,62,Liverpool,2022-05-30,Yes,Senior
C0818,Male,40,Nottingham,2023-07-09,Yes,Middle-Aged
C0819,Male,65,Sheffield,2023-09-23,Yes,Senior
C0820,Female,62,London,2023-06-08,No,Senior
C0821,Female,61,Bristol,2023-02-01,Yes,Senior
C0822,Female,30,Nottingham,2022-01-14,Yes,Adult
C0823,Female,55,Leeds,2023-10-11,Yes,Middle-Aged
C0824,Female,29,Manchester,2022-10-29,Yes,"Young Adult"
C0825,Male,42,London,2022-06-27,No,Middle-Aged
C0826,Female,26,Birmingham,2022-10-13,No,"Young Adult"
C0827,Female,47,Birmingham,2022-01-06,Yes,Middle-Aged
C0828,Female,56,London,2022-06-07,No,Middle-Aged
C0829,Female,22,Bristol,2023-05-18,Yes,"Young Adult"
C0830,Male,50,Birmingham,2022-07-08,No,Middle-Aged
C0831,Female,23,Bristol,2023-07-11,Yes,"Young Adult"
C0832,Female,39,Bristol,2022-08-07,No,Adult
C0833,Female,53,London,2022-08-12,Yes,Middle-Aged
C0834,Female,46,Leeds,2023-11-16,Yes,Middle-Aged
C0835,Female,42,Manchester,2022-02-10,No,Middle-Aged
C0836,Female,19,Bristol,2022-09-20,No,Teenager
C0837,Male,36,Leeds,2023-05-14,No,Adult
C0838,Male,24,Birmingham,2023-06-11,Yes,"Young Adult"
C0839,Male,31,Leeds,2023-10-04,No,Adult
C0840,Male,52,Sheffield,2022-04-17,Yes,Middle-Aged
C0841,Male,47,Bristol,2022-06-07,Yes,Middle-Aged
C0842,Male,21,Birmingham,2022-03-31,No,"Young Adult"
C0843,Male,54,Leeds,2023-07-26,No,Middle-Aged
C0844,Female,46,Sheffield,2023-02-22,No,Middle-Aged
C0845,Male,42,Manchester,2022-11-20,Yes,Middle-Aged
C0846,Male,65,London,2023-10-19,Yes,Senior
C0847,Male,36,Liverpool,2023-01-02,Yes,Adult
C0848,Female,42,Sheffield,2022-10-16,Yes,Middle-Aged
C0849,Male,52,Leeds,2023-05-01,Yes,Middle-Aged
C0850,Female,58,Birmingham,2023-02-05,No,Middle-Aged
C0851,Female,18,Birmingham,2023-11-25,Yes,Teenager
C0852,Male,54,Sheffield,2022-02-12,Yes,Middle-Aged
C0853,Male,65,Bristol,2022-11-09,Yes,Senior
C0854,Male,28,Birmingham,2023-02-27,Yes,"Young Adult"
C0855,Female,30,Manchester,2023-09-24,Yes,Adult
C0856,Male,53,Nottingham,2023-11-19,Yes,Middle-Aged
C0857,Male,34,Manchester,2022-10-25,Yes,Adult
C0858,Female,39,Bristol,2023-08-18,Yes,Adult
C0859,Male,24,Liverpool,2023-11-19,Yes,"Young Adult"
C0860,Female,49,Nottingham,2022-07-18,No,Middle-Aged
C0861,Female,62,Birmingham,2023-09-24,No,Senior
C0862,Female,28,London,2022-11-20,No,"Young Adult"
C0863,Male,63,Sheffield,2022-09-10,No,Senior
C0864,Male,61,Bristol,2023-01-04,No,Senior
C0865,Female,40,Liverpool,2023-04-19,No,Middle-Aged
C0866,Male,29,Manchester,2023-07-19,No,"Young Adult"
C0867,Male,34,Manchester,2022-05-24,Yes,Adult
C0868,Male,55,Sheffield,2022-01-20,Yes,Middle-Aged
C0869,Female,52,Nottingham,2022-02-07,Yes,Middle-Aged
C0870,Female,32,Liverpool,2023-01-10,Yes,Adult
C0871,Male,43,Bristol,2023-04-21,Yes,Middle-Aged
C0872,Male,57,Birmingham,2023-11-10,Yes,Middle-Aged
C0873,Male,29,Birmingham,2023-04-02,No,"Young Adult"
C0874,Male,32,Nottingham,2023-01-03,Yes,Adult
C0875,Female,41,Leeds,2022-03-06,Yes,Middle-Aged
C0876,Male,51,Bristol,2023-11-16,No,Middle-Aged
C0877,Female,20,London,2023-04-26,No,"Young Adult"
C0878,Female,65,Liverpool,2022-04-16,Yes,Senior
C0879,Female,41,Manchester,2023-01-21,No,Middle-Aged
C0880,Male,51,Sheffield,2023-01-21,No,Middle-Aged
C0881,Female,48,London,2022-12-20,Yes,Middle-Aged
C0882,Male,32,Manchester,2023-03-27,No,Adult
C0883,Male,29,Birmingham,2022-08-05,No,"Young Adult"
C0884,Male,60,Leeds,2023-09-09,No,Senior
C0885,Male,48,Nottingham,2022-12-05,No,Middle-Aged
C0886,Male,59,Sheffield,2022-08-04,Yes,Middle-Aged
C0887,Male,26,Birmingham,2022-09-07,Yes,"Young Adult"
C0888,Male,54,Birmingham,2023-10-07,Yes,Middle-Aged
C0889,Female,29,Sheffield,2022-06-20,Yes,"Young Adult"
C0890,Female,23,Leeds,2023-11-09,No,"Young Adult"
C0891,Female,48,Birmingham,2023-09-14,Yes,Middle-Aged
C0892,Male,55,Birmingham,2023-02-25,No,Middle-Aged
C0893,Female,47,Manchester,2022-06-21,Yes,Middle-Aged
C0894,Female,26,Manchester,2023-01-23,Yes,"Young Adult"
C0895,Female,27,Manchester,2022-07-27,Yes,"Young Adult"
C0896,Male,52,Manchester,2023-05-03,Yes,Middle-Aged
C0897,Male,56,London,2023-05-09,No,Middle-Aged
C0898,Female,41,London,2023-06-19,No,Middle-Aged
C0899,Female,42,Bristol,2022-08-23,Yes,Middle-Aged
C0900,Male,34,Nottingham,2023-03-12,Yes,Adult
C0901,Female,56,Sheffield,2022-03-27,No,Middle-Aged
C0902,Male,63,London,2022-07-13,Yes,Senior
C0903,Male,42,Leeds,2023-06-17,No,Middle-Aged
C0904,Female,24,Birmingham,2023-02-23,No,"Young Adult"
C0905,Female,34,Sheffield,2023-10-30,No,Adult
C0906,Female,61,Sheffield,2023-09-19,Yes,Senior
C0907,Female,29,Bristol,2023-02-28,No,"Young Adult"
C0908,Female,54,Bristol,2022-09-17,No,Middle-Aged
C0909,Male,65,Leeds,2022-05-22,No,Senior
